trial_number,value,ATR_MULTIPLIER,VCP_TIGHTNESS_RANGE,BREAKOUT_BUFFER_ATR,BREAKOUT_VOL_MULT,TARGET_RR,TRAIL_ATR_MULT,REGIME_BULL_THRESHOLD
14,0.02505178254870316,1.5204285469314651,0.05984256715393952,0.47434062017510203,0.864354985098245,2.5715007264424554,2.9954433607088107,29
15,0.02220990020914476,1.4578694741072342,0.06243212578891734,0.4231136415514785,0.9746481561344855,2.7976101936167277,2.75139068525843,20
16,-0.0066467019817432514,1.5550895691476119,0.05157036337709482,0.3904652625755217,1.2286955650046745,2.671976723061999,2.5895467300241237,33
17,0.03708211101156723,1.46200557952154,0.0516831719528296,0.4367188553031224,0.802646518634279,2.54950652934642,2.846973899508622,25
18,-0.010378753188944228,1.5569601426147204,0.06296635409213171,0.46810743834566243,0.906315181465154,2.7284066966474443,2.2665230337436633,33
19,0.024483023131413595,1.489686185527608,0.05550888789491524,0.4817415095955836,0.8538790584551098,2.3779466188056326,2.8105168967464587,26
20,0.0013180748979997627,1.5582311064231749,0.048870457604325276,0.4000193045004962,0.9816569946256402,2.6347260508759396,2.6194222306032304,32
21,0.033888889757427904,1.5965170036460394,0.05798547330460199,0.49524254490281105,0.8236983772231593,2.5292213477246,2.8779579201827006,23
22,0.03768992550976338,1.5977384151195027,0.06129999340382696,0.4791816069200682,0.8315052753691248,2.604531979969319,2.9899906914889183,20
23,0.02612668007809407,1.4036593161476478,0.0628680312339629,0.47882472052653174,0.9301800168820349,2.6321892185662072,2.96366958987323,20
24,0.03373138021307536,1.5528668129744307,0.06541567868023307,0.4408500069223783,0.8473524006683,2.5054199964426274,2.9921705970844306,26
25,0.015077284322145728,1.5730232993844095,0.06055601983314534,0.46436056894989064,0.8942572915365156,2.7205423266347397,2.7820484269461296,21
26,0.03629693438125081,1.5296916367599553,0.05395048242063362,0.48567335222130015,0.8376609020332426,2.62050900875506,2.630511579488463,24
27,-0.007530715281302737,1.4672335505971372,0.04913101998715226,0.42810672191072363,1.0008842760651633,2.73734278197066,2.403709345841957,31
28,0.02269904795110902,1.531944923734957,0.059824668310652515,0.45805459880765065,0.9334601127945864,2.5162170570871014,2.902914941379463,26
29,0.000985684110233136,1.3559702553281903,0.06466030982410254,0.45126650233961896,1.0623350588639533,2.2740525550718638,2.5225852379560516,22
30,-0.0015037543373680356,1.4949379851521913,0.05523637549430299,0.44695318544292584,1.1828838535054702,2.377924071094851,1.8003145347656555,45
31,0.03815572176063166,1.5858259928725793,0.057837685809435276,0.4902077458816635,0.8010612963498301,2.5939911122166865,2.8597621143444423,23
32,0.03571602456897648,1.5689839995946433,0.058516694351271846,0.4858915109883977,0.8337248827508659,2.4702753917278106,2.8196615933432803,20
33,0.03721264907414145,1.5754807158593322,0.06202161480908071,0.47235154153392467,0.8002712838983497,2.6883421136305494,2.696503573855219,23
34,-0.011254131959551788,1.5989923486276971,0.056282157659608194,0.4868956290303076,0.8845214248131312,2.6318836929197746,2.9372408587580607,35
35,0.03802025492468134,1.546375501018599,0.049782727310275644,0.4732767162432318,0.8435978541171657,2.5601446988508316,2.2865177797118665,27
36,0.04027890621916651,1.5371892081413414,0.04936412171318987,0.4377003360732259,1.095334215190627,2.5530033056133155,2.3009803409080205,28
37,0.02329882981526984,1.4331466398704604,0.04937177109499902,0.43020550438229227,1.1142634472008577,2.41323232854176,2.19057334485998,28
38,0.00043507400253719395,1.534692679832281,0.03628773070032459,0.36800427390521306,1.0189099000045945,2.5480966292442315,2.3152851646587416,41
39,0.0020468133871157247,1.4855761590427354,0.047637953433487194,0.40430652673763484,1.08453229185602,2.3225746145623742,2.289948257608199,36
40,0.020250308199325412,1.4192008126800404,0.04172749171715725,0.4168914412204336,1.1822124638883993,2.4765066221219425,2.04495414269839,30
41,0.021721936206046823,1.5419767136576867,0.05121524016006171,0.49862849940067017,1.0374821279913888,2.5747576528082607,2.3492079093679616,27
42,0.012438006351611616,1.5137733222379977,0.04628815759532347,0.3865648380281802,0.8677752965456702,2.5416371370470943,2.18382007685456,24
